record_type,analysis_start,analysis_end,total_events,total_users,total_items,total_categories,buy_events,paying_users,repeat_buy_users,repeat_buy_rate,behavior_type,event_count,event_ratio,date,uv,active_items,pv,fav,cart,buy,hour,total_behavior_count,valid_conversion_count,conversion_to_buy_rate,funnel_order,one_time_buyers,r_score,f_score,segment,user_count,avg_recency_days,avg_frequency,cohort_date,day_number,retained_users,cohort_users,retention_rate,category_id,item_count,buy_pv_rate,item_id
product_hourly,,,,,,,,,,,,8.0,,,3.0,,7.0,1.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,395399.0
product_hourly,,,,,,,,,,,,3.0,,,3.0,,3.0,0.0,0.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,395399.0
product_hourly,,,,,,,,,,,,3.0,,,3.0,,3.0,0.0,0.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,395399.0
product_hourly,,,,,,,,,,,,7.0,,,7.0,,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,8.0,,,5.0,,7.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,13.0,,,11.0,,10.0,0.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,20.0,,,19.0,,19.0,0.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,7.0,,,7.0,,7.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,7.0,,,6.0,,7.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,12.0,,,10.0,,10.0,2.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,8.0,,,7.0,,7.0,0.0,1.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,13.0,,,13.0,,13.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,15.0,,,15.0,,15.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,15.0,,,14.0,,13.0,1.0,1.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,8.0,,,8.0,,8.0,0.0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,17.0,,,16.0,,16.0,1.0,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,20.0,,,18.0,,20.0,0.0,0.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,21.0,,,21.0,,18.0,1.0,2.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,15.0,,,15.0,,13.0,0.0,2.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,5.0,,,5.0,,5.0,0.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,3.0,,,2.0,,2.0,0.0,1.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,2.0,,,2.0,,1.0,1.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,2.0,,,2.0,,2.0,0.0,0.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,2.0,,,2.0,,2.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,3.0,,,3.0,,3.0,0.0,0.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,11.0,,,8.0,,11.0,0.0,0.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,602041.0
product_hourly,,,,,,,,,,,,10.0,,,10.0,,9.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,20.0,,,19.0,,17.0,2.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,15.0,,,15.0,,14.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,16.0,,,15.0,,16.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,15.0,,,14.0,,14.0,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,12.0,,,12.0,,12.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,16.0,,,13.0,,14.0,0.0,2.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,7.0,,,7.0,,6.0,0.0,1.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,17.0,,,17.0,,15.0,2.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,18.0,,,17.0,,18.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,8.0,,,8.0,,8.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,9.0,,,8.0,,9.0,0.0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,22.0,,,20.0,,21.0,1.0,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,14.0,,,14.0,,13.0,1.0,0.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,25.0,,,24.0,,24.0,0.0,1.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,14.0,,,14.0,,11.0,2.0,1.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,14.0,,,13.0,,14.0,0.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,3.0,,,3.0,,3.0,0.0,0.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,5.0,,,5.0,,4.0,0.0,1.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,6.0,,,6.0,,5.0,1.0,0.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,8.0,,,7.0,,8.0,0.0,0.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,640975.0
product_hourly,,,,,,,,,,,,5.0,,,4.0,,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,11.0,,,9.0,,11.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,22.0,,,15.0,,16.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,15.0,,,15.0,,11.0,0.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,20.0,,,16.0,,16.0,0.0,4.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,18.0,,,17.0,,15.0,0.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,18.0,,,15.0,,18.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,20.0,,,13.0,,18.0,0.0,0.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,14.0,,,13.0,,12.0,0.0,2.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,20.0,,,18.0,,19.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,14.0,,,12.0,,11.0,0.0,2.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,21.0,,,13.0,,15.0,2.0,2.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,14.0,,,12.0,,12.0,0.0,2.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,20.0,,,18.0,,18.0,1.0,1.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,31.0,,,23.0,,28.0,0.0,1.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,20.0,,,17.0,,15.0,0.0,5.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,7.0,,,5.0,,7.0,0.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,2.0,,,2.0,,2.0,0.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,4.0,,,4.0,,3.0,0.0,1.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,6.0,,,5.0,,4.0,0.0,0.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,5.0,,,2.0,,4.0,0.0,0.0,1.0,23.0,,,,,,,,,,,,,,,,,,,,705557.0
product_hourly,,,,,,,,,,,,16.0,,,13.0,,16.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,726505.0
product_hourly,,,,,,,,,,,,9.0,,,8.0,,9.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,726505.0
product_hourly,,,,,,,,,,,,11.0,,,6.0,,11.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,726505.0
product_hourly,,,,,,,,,,,,13.0,,,12.0,,12.0,0.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,726505.0
product_hourly,,,,,,,,,,,,10.0,,,8.0,,10.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,726505.0
product_hourly,,,,,,,,,,,,8.0,,,8.0,,8.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,726505.0
product_hourly,,,,,,,,,,,,7.0,,,7.0,,7.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,726505.0
product_hourly,,,,,,,,,,,,8.0,,,8.0,,6.0,1.0,1.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,726505.0
product_hourly,,,,,,,,,,,,9.0,,,9.0,,9.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,726505.0
product_hourly,,,,,,,,,,,,12.0,,,11.0,,11.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,726505.0
product_hourly,,,,,,,,,,,,6.0,,,6.0,,5.0,0.0,1.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,726505.0
product_hourly,,,,,,,,,,,,11.0,,,11.0,,10.0,0.0,1.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,726505.0
product_hourly,,,,,,,,,,,,25.0,,,20.0,,19.0,0.0,3.0,3.0,12.0,,,,,,,,,,,,,,,,,,,,726505.0
product_hourly,,,,,,,,,,,,9.0,,,9.0,,5.0,0.0,2.0,2.0,13.0,,,,,,,,,,,,,,,,,,,,726505.0
product_hourly,,,,,,,,,,,,16.0,,,13.0,,14.0,0.0,2.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,726505.0
product_hourly,,,,,,,,,,,,16.0,,,13.0,,15.0,0.0,1.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,726505.0
product_hourly,,,,,,,,,,,,2.0,,,2.0,,2.0,0.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,726505.0
product_hourly,,,,,,,,,,,,3.0,,,2.0,,3.0,0.0,0.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,726505.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,726505.0
product_hourly,,,,,,,,,,,,2.0,,,2.0,,2.0,0.0,0.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,726505.0
product_hourly,,,,,,,,,,,,9.0,,,7.0,,8.0,0.0,1.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,726505.0
product_hourly,,,,,,,,,,,,7.0,,,7.0,,6.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,10.0,,,8.0,,9.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,8.0,,,6.0,,8.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,14.0,,,12.0,,11.0,0.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,14.0,,,14.0,,11.0,2.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,9.0,,,7.0,,8.0,1.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,12.0,,,12.0,,10.0,0.0,2.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,14.0,,,14.0,,11.0,2.0,1.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,11.0,,,10.0,,7.0,2.0,1.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,6.0,,,6.0,,5.0,1.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,6.0,,,6.0,,6.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,6.0,,,5.0,,5.0,0.0,1.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,16.0,,,14.0,,14.0,0.0,1.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,16.0,,,16.0,,12.0,1.0,2.0,1.0,13.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,19.0,,,17.0,,15.0,1.0,3.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,9.0,,,9.0,,7.0,1.0,0.0,1.0,15.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,4.0,,,4.0,,3.0,0.0,0.0,1.0,16.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,4.0,,,3.0,,2.0,0.0,1.0,1.0,19.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,3.0,,,3.0,,3.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,3.0,,,3.0,,3.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,3.0,,,3.0,,3.0,0.0,0.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,6.0,,,6.0,,5.0,1.0,0.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,740947.0
product_hourly,,,,,,,,,,,,3.0,,,3.0,,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,12.0,,,12.0,,12.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,6.0,,,6.0,,6.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,7.0,,,7.0,,7.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,8.0,,,8.0,,8.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,18.0,,,18.0,,18.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,6.0,,,6.0,,6.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,9.0,,,9.0,,9.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,18.0,,,17.0,,16.0,1.0,1.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,12.0,,,12.0,,12.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,8.0,,,8.0,,8.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,12.0,,,12.0,,12.0,0.0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,10.0,,,10.0,,10.0,0.0,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,19.0,,,19.0,,18.0,0.0,1.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,16.0,,,15.0,,16.0,0.0,0.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,15.0,,,15.0,,14.0,0.0,1.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,9.0,,,9.0,,9.0,0.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,4.0,,,4.0,,4.0,0.0,0.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,0.0,0.0,1.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,2.0,,,2.0,,2.0,0.0,0.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,2.0,,,2.0,,2.0,0.0,0.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,775348.0
product_hourly,,,,,,,,,,,,33.0,,,32.0,,32.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,26.0,,,23.0,,24.0,2.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,44.0,,,32.0,,42.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,31.0,,,26.0,,26.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,37.0,,,28.0,,32.0,2.0,3.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,34.0,,,33.0,,29.0,3.0,2.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,33.0,,,30.0,,31.0,2.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,30.0,,,24.0,,29.0,0.0,1.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,49.0,,,43.0,,47.0,0.0,2.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,25.0,,,24.0,,23.0,1.0,0.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,36.0,,,32.0,,33.0,1.0,2.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,33.0,,,28.0,,30.0,1.0,2.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,51.0,,,45.0,,49.0,1.0,1.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,54.0,,,39.0,,51.0,2.0,1.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,47.0,,,41.0,,43.0,0.0,4.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,41.0,,,32.0,,40.0,0.0,1.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,24.0,,,20.0,,22.0,1.0,1.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,3.0,,,3.0,,3.0,0.0,0.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,5.0,,,5.0,,5.0,0.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,5.0,,,5.0,,5.0,0.0,0.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,12.0,,,10.0,,11.0,0.0,1.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,7.0,,,7.0,,6.0,0.0,1.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,22.0,,,22.0,,21.0,0.0,1.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,812879.0
product_hourly,,,,,,,,,,,,3.0,,,3.0,,2.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,17.0,,,14.0,,16.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,7.0,,,7.0,,6.0,0.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,16.0,,,16.0,,14.0,2.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,6.0,,,6.0,,6.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,14.0,,,12.0,,13.0,1.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,10.0,,,7.0,,10.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,13.0,,,12.0,,13.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,5.0,,,5.0,,5.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,8.0,,,7.0,,8.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,14.0,,,11.0,,13.0,0.0,1.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,17.0,,,15.0,,15.0,0.0,2.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,16.0,,,15.0,,16.0,0.0,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,24.0,,,19.0,,23.0,0.0,1.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,24.0,,,17.0,,21.0,1.0,2.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,10.0,,,9.0,,10.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,3.0,,,3.0,,3.0,0.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,2.0,,,2.0,,2.0,0.0,0.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,5.0,,,5.0,,5.0,0.0,0.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,2.0,,,2.0,,2.0,0.0,0.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,866111.0
product_hourly,,,,,,,,,,,,16.0,,,11.0,,15.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,987143.0
product_hourly,,,,,,,,,,,,14.0,,,14.0,,14.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,987143.0
product_hourly,,,,,,,,,,,,15.0,,,15.0,,13.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,987143.0
product_hourly,,,,,,,,,,,,24.0,,,23.0,,21.0,1.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,987143.0
product_hourly,,,,,,,,,,,,14.0,,,14.0,,12.0,1.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,987143.0
product_hourly,,,,,,,,,,,,17.0,,,16.0,,17.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,987143.0
product_hourly,,,,,,,,,,,,24.0,,,21.0,,22.0,1.0,1.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,987143.0
product_hourly,,,,,,,,,,,,16.0,,,15.0,,15.0,1.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,987143.0
